反應項,反應次數(202),反應比率,反應時間,第一反應次數,第一反應比率,第一反應之反應時間,排序,頻次,類別,yyy排序,代號,AS排名,頻率,百分比,累積百分比
紅寶石(Na),166,0.82,4.29,66,0.33,5.03,2.04,2,0,1,64566,57995,3,0.000,97.216
紅寶石(Na),160,0.80,4.27,64,0.32,4.97,2.05,2,0,2,64566,57995,3,0.000,97.216
紅寶(Na),6,0.03,4.84,2,0.01,6.85,1.67,0,0,3,na,na,na,na,na
鑽石(Na),155,0.77,4.84,74,0.37,5.26,2.33,9,0,4,7560,7560,61,0.001,82.438
鑽石(Na),148,0.74,4.75,74,0.37,5.26,2.26,9,0,5,7560,7560,61,0.001,82.438
金剛石(Na),4,0.02,7.01,0,0.00,0,4.5,0,0,6,na,na,na,na,na
鑽(Na),2,0.01,6.59,0,0.00,0,2.5,0,0,7,70482,70282,2,0.000,97.576
金剛鑽(Na),1,0.01,6.44,0,0.00,0,3,0,0,8,132539,93826,1,0.000,99.325
藍寶石(Na),129,0.64,4.04,23,0.11,4.76,2.79,1,0,9,44661,44359,5,0.000,95.610
藍寶石(Na),124,0.62,3.99,21,0.10,4.66,2.81,1,0,10,44661,44359,5,0.000,95.610
藍寶(Na),5,0.03,5.26,2,0.01,5.84,2.2,0,0,11,na,na,na,na,na
祖母綠(Na),66,0.33,4.94,3,0.02,7.01,3.47,0,0,12,na,na,na,na,na
祖母綠(Na),62,0.31,4.84,2,0.01,7.24,3.53,0,0,13,na,na,na,na,na
綠祖母(Na),4,0.02,6.45,1,0.01,6.55,2.5,0,0,14,na,na,na,na,na
翡翠(Na),65,0.32,3.8,4,0.02,4.58,4.14,4,0,15,16936,16831,22,0.000,89.410
瑪瑙(Na),55,0.27,4.03,3,0.02,5.22,3.93,1,0,16,74815,70282,2,0.000,97.753
水晶(Na),53,0.26,4.48,4,0.02,5.8,4.21,20,0,17,10801,10602,40,0.001,85.693
珍珠(Na),40,0.20,4.48,2,0.01,4.08,4.37,18,0,18,13181,12998,31,0.001,87.396
綠寶石(Na),35,0.17,4.82,4,0.02,6.55,3.14,0,0,19,na,na,na,na,na
玉(Na),23,0.11,4.35,0,0.00,0,4.65,0,0,20,7237,7164,65,0.001,82.021
黃寶石(Na),23,0.11,5.2,0,0.00,0,4.35,0,0,21,na,na,na,na,na
黃寶石(Na),20,0.10,5.37,0,0.00,0,4.45,0,0,22,na,na,na,na,na
黃玉(Na),3,0.02,4.07,0,0.00,0,3.67,0,0,23,112577,93826,1,0.000,98.916
貓眼石(Na),22,0.11,6.61,0,0.00,0,4.18,0,0,24,na,na,na,na,na
貓眼石(Na),20,0.10,6.55,0,0.00,0,4.15,0,0,25,na,na,na,na,na
貓兒眼(Na),2,0.01,7.22,0,0.00,0,4.5,0,0,26,na,na,na,na,na
琥珀(Na),17,0.09,5.4,1,0.01,5.52,4.53,1,0,27,34428,33467,8,0.000,94.208
紫水晶(Na),14,0.07,6.4,0,0.00,0,4.64,0,0,28,na,na,na,na,na
黃金(Na),12,0.06,3.96,0,0.00,0,4.58,44,0,29,2874,2868,192,0.004,72.316
蛋白石(Na),9,0.05,5.79,0,0.00,0,4.78,0,0,30,na,na,na,na,na
珠寶(Na),7,0.04,4.02,1,0.01,3.73,4,27,0,31,11913,11791,35,0.001,86.542
貴(Na),7,0.04,5.68,3,0.02,5.03,3.43,0,0,32,na,na,na,na,na
項鍊(Na),6,0.03,4.88,1,0.01,6.19,3.5,1,0,33,18229,18032,20,0.000,89.971
石英(Na),5,0.03,2.67,0,0.00,0,5,1,0,34,24234,23198,14,0.000,92.009
克拉(Na),5,0.03,5.1,0,0.00,0,4.2,0,0,35,na,na,na,na,na
克拉(Na),4,0.02,5.23,0,0.00,0,4.5,0,0,36,na,na,na,na,na
克拉數(Na),1,0.01,4.56,0,0.00,0,3,0,0,37,na,na,na,na,na
銀(Na),4,0.02,2.29,0,0.00,0,4.5,0,0,38,9500,9472,46,0.001,84.552
黃鑽(Na),4,0.02,9.69,0,0.00,0,4.5,0,0,39,na,na,na,na,na
黃水晶(Na),4,0.02,4.49,0,0.00,0,6.25,0,0,40,na,na,na,na,na
水鑽(Na),4,0.02,4,0,0.00,0,4,0,0,41,na,na,na,na,na
海洋之星(Na),4,0.02,5.17,0,0.00,0,3.75,0,0,42,na,na,na,na,na
琉璃(Na),4,0.02,2.73,0,0.00,0,5.5,9,0,43,10710,10602,40,0.001,85.619
叔叔(Na),134,0.67,3.73,45,0.22,5.01,3.46,36,1,1,4927,4902,103,0.002,78.188
叔叔(Na),120,0.60,3.86,42,0.21,5.05,3.24,36,1,2,4927,4902,103,0.002,78.188
叔(Na),11,0.06,2.77,3,0.02,4.44,5.82,0,1,3,19975,19413,18,0.000,90.649
叔父(Na),3,0.02,2.24,0,0.00,0,3.67,5,1,4,42870,39808,6,0.000,95.396
阿姨(Na),131,0.65,3.11,20,0.10,5.15,3.95,15,1,5,4604,4580,112,0.002,77.480
舅舅(Na),96,0.48,4.11,13,0.07,6.2,4.23,5,1,6,8897,8864,50,0.001,83.956
舅舅(Na),87,0.43,4.14,13,0.07,6.2,4.14,5,1,7,8897,8864,50,0.001,83.956
舅(Na),8,0.04,3.47,0,0.00,0,5.5,0,1,8,34175,33467,8,0.000,94.167
舅父(Na),1,0.01,7.09,0,0.00,0,2,1,1,9,20447,20228,17,0.000,90.819
爸爸(Na),81,0.40,3.96,48,0.24,4.56,1.95,208,1,10,521,520,1112,0.023,51.415
爸爸(Na),59,0.29,3.91,37,0.18,4.28,1.71,208,1,11,521,520,1112,0.023,51.415
爸(Na),11,0.06,4.26,6,0.03,5.73,1.73,0,1,12,2102,2101,277,0.006,68.676
父親(Na),7,0.04,4.43,3,0.02,6.24,4.14,285,1,13,672,672,887,0.018,54.491
父(Na),4,0.02,3.02,2,0.01,3.78,2.25,0,1,14,4778,4742,107,0.002,77.869
媽媽(Na),81,0.40,2.41,21,0.10,3.43,2.38,410,1,15,320,320,1751,0.036,45.767
媽媽(Na),58,0.29,2.32,16,0.08,3.23,2.1,410,1,16,320,320,1751,0.036,45.767
媽(Na),11,0.06,2.64,4,0.02,4.18,2,0,1,17,1337,1337,467,0.010,63.063
母(Na),6,0.03,3.01,1,0.01,3.55,2.5,0,1,18,5730,5682,86,0.002,79.726
母親(Na),6,0.03,2.29,0,0.00,0,5.67,237,1,19,629,629,948,0.019,53.684
姑姑(Na),79,0.39,3.55,14,0.07,5.97,4.62,1,1,20,11690,11546,36,0.001,86.380
姑姑(Na),74,0.37,3.52,13,0.07,6.12,4.72,1,1,21,11690,11546,36,0.001,86.380
姑(Na),5,0.03,4.06,1,0.01,3.98,3.2,0,1,22,38669,36388,7,0.000,94.857
伯伯(Na),66,0.33,3.93,4,0.02,5.46,4.67,7,1,23,4205,4183,124,0.003,76.519
伯伯(Na),35,0.17,4.04,2,0.01,4.34,4.66,7,1,24,4205,4183,124,0.003,76.519
伯父(Na),19,0.10,4.1,2,0.01,6.57,3.84,2,1,25,32799,31067,9,0.000,93.928
阿伯(Na),4,0.02,1.9,0,0.00,0,5,1,1,26,54772,50049,4,0.000,96.549
伯(Na),8,0.04,4.09,0,0.00,0,6.5,0,1,27,86469,70282,2,0.000,98.231
奶奶(Na),55,0.27,3.27,1,0.01,5.72,6.04,37,1,28,3751,3735,142,0.003,75.286
奶奶(Na),46,0.23,3.47,1,0.01,5.72,5.61,37,1,29,3751,3735,142,0.003,75.286
祖母(Na),6,0.03,2.44,0,0.00,0,8,27,1,30,10708,10602,40,0.001,85.617
奶(Na),3,0.02,1.87,0,0.00,0,8.67,0,1,31,9988,9828,44,0.001,85.001
外婆(Na),47,0.23,3.27,2,0.01,6.85,5.72,21,1,32,5511,5470,90,0.002,79.333
爺爺(Na),47,0.23,3.32,1,0.01,5.48,5.89,59,1,33,2234,2232,257,0.005,69.397
爺爺(Na),39,0.19,3.53,1,0.01,5.48,5.51,59,1,34,2234,2232,257,0.005,69.397
祖父(Na),5,0.03,2.38,0,0.00,0,7.2,7,1,35,9907,9828,44,0.001,84.928
爺(Na),3,0.02,2.17,0,0.00,0,8.67,0,1,36,61094,57995,3,0.000,97.003
表哥(Na),47,0.23,3.21,2,0.01,4.94,5.72,2,1,37,12527,12350,33,0.001,86.969
表哥(Na),46,0.23,3.18,2,0.01,4.94,5.8,2,1,38,12527,12350,33,0.001,86.969
表兄(Na),1,0.01,4.77,0,0.00,0,2,0,1,39,83856,70282,2,0.000,98.124
嬸嬸(Na),46,0.23,3.88,2,0.01,6.92,4.76,1,1,40,22170,22103,15,0.000,91.396
嬸嬸(Na),42,0.21,3.65,2,0.01,6.92,4.71,1,1,41,22170,22103,15,0.000,91.396
嬸(Na),4,0.02,6.29,0,0.00,0,5.25,0,1,42,11305,11292,37,0.001,86.091
外公(Na),43,0.21,3.02,1,0.01,4.59,5.6,9,1,43,6682,6615,72,0.001,81.248
表姊(Na),42,0.21,2.95,3,0.02,5.25,5.86,1,1,44,26755,25841,12,0.000,92.667
妹妹(Na),42,0.21,2.06,0,0.00,0,6.5,48,1,45,1894,1892,315,0.006,67.418
妹妹(Na),30,0.15,2.13,0,0.00,0,6.47,48,1,46,1894,1892,315,0.006,67.418
妹(Na),12,0.06,1.89,0,0.00,0,6.58,0,1,47,7335,7263,64,0.001,82.150
堂哥(Na),41,0.20,3.92,1,0.01,6.48,6.46,3,1,48,8248,8190,55,0.001,83.257
堂哥(Na),36,0.18,4.05,1,0.01,6.48,6.58,3,1,49,8248,8190,55,0.001,83.257
堂兄(Na),5,0.03,2.97,0,0.00,0,5.6,1,1,50,80211,70282,2,0.000,97.974
姊姊(Na),41,0.20,2.65,1,0.01,3.12,4.9,26,1,51,3223,3216,170,0.003,73.611
姊姊(Na),30,0.15,2.7,1,0.01,3.12,4.63,26,1,52,3223,3216,170,0.003,73.611
姊(Na),11,0.06,2.5,0,0.00,0,5.64,0,1,53,13532,13312,30,0.001,87.614
舅媽(Na),39,0.19,3.04,1,0.01,4.64,4.79,0,1,54,75796,70282,2,0.000,97.793
弟弟(Na),39,0.19,2.98,0,0.00,0,5.69,55,1,55,1429,1427,434,0.009,63.911
弟弟(Na),27,0.13,3.06,0,0.00,0,5.59,55,1,56,1429,1427,434,0.009,63.911
弟(Na),12,0.06,2.81,0,0.00,0,5.92,0,1,57,13555,13312,30,0.001,87.629
哥哥(Na),39,0.19,2.85,0,0.00,0,4.9,48,1,58,1540,1540,397,0.008,64.858
哥哥(Na),26,0.13,2.96,0,0.00,0,4.77,48,1,59,1540,1540,397,0.008,64.858
兄(Na),8,0.04,2.89,0,0.00,0,5.38,0,1,60,6991,6914,68,0.001,81.688
哥(Na),5,0.03,2.2,0,0.00,0,4.8,0,1,61,7602,7560,61,0.001,82.491
姨丈(Na),33,0.16,3.12,0,0.00,0,6.97,0,1,62,83300,70282,2,0.000,98.101
表妹(Na),27,0.13,2.8,1,0.01,6.92,6.7,5,1,63,32520,31067,9,0.000,93.876
姑丈(Na),26,0.13,2.41,0,0.00,0,6.5,0,1,64,42835,39808,6,0.000,95.392
表弟(Na),23,0.11,3.55,1,0.01,5.19,6.48,3,1,65,19138,18703,19,0.000,90.335
堂弟(Na),20,0.10,2.89,0,0.00,0,7.55,0,1,66,25090,24499,13,0.000,92.242
阿嬤(Na),16,0.08,4.92,2,0.01,9.37,5.5,1,1,67,54755,50049,4,0.000,96.547
阿公(Na),16,0.08,2.72,0,0.00,0,6,4,1,68,11951,11791,35,0.001,86.569
堂姊(Na),16,0.08,3.63,0,0.00,0,6.38,0,1,69,63302,57995,3,0.000,97.139
堂妹(Na),11,0.06,3.77,0,0.00,0,8.09,2,1,70,17687,17413,21,0.000,89.742
伯母(Na),11,0.06,2.83,0,0.00,0,5.09,1,1,71,24136,23198,14,0.000,91.981
姨媽(Na),10,0.05,3.45,0,0.00,0,5.8,4,1,72,83298,70282,2,0.000,98.101
大伯(Na),6,0.03,4.11,1,0.01,6.03,4.83,0,1,73,na,na,na,na,na
父母(Na),6,0.03,4.98,4,0.02,4.48,2.67,265,1,74,406,406,1371,0.028,48.532
父母(Na),4,0.02,5.07,2,0.01,4.16,3.5,265,1,75,406,406,1371,0.028,48.532
爸媽(Na),2,0.01,4.8,2,0.01,4.8,1,20,1,76,13524,13312,30,0.001,87.610
姨(Na),5,0.03,5.12,0,0.00,0,4.6,0,1,77,65043,57995,3,0.000,97.246
姊妹(Na),4,0.02,3.16,0,0.00,0,4.5,19,1,78,7714,7648,60,0.001,82.629
外甥(Na),4,0.02,4.18,0,0.00,0,6.75,2,1,79,43525,39808,6,0.000,95.477
姪子(Na),4,0.02,2.44,0,0.00,0,6.5,2,1,80,54626,50049,4,0.000,96.537
叔公(Na),4,0.02,4.66,0,0.00,0,7.25,1,1,81,65994,57995,3,0.000,97.304
家人(Na),4,0.02,3.96,2,0.01,4.91,3.75,112,1,82,1403,1401,443,0.009,63.678
婆婆(Na),4,0.02,5.53,1,0.01,4.97,2.5,24,1,83,6573,6537,73,0.001,81.087
婆婆(Na),3,0.02,6.72,1,0.01,4.97,2,24,1,84,6573,6537,73,0.001,81.087
婆(Na),1,0.01,1.97,0,0.00,0,4,0,1,85,37914,36388,7,0.000,94.748
公分(Na),192,0.96,3.41,66,0.33,4.34,2.4,45,2,1,na,na,na,na,na
公分(Na),174,0.87,3.33,61,0.30,4.4,2.2,45,2,2,na,na,na,na,na
cm(Na),6,0.03,3.58,4,0.02,3.56,1.5,0,2,3,na,na,na,na,na
厘米(Na),11,0.06,3.93,1,0.01,3.88,4.7,6,2,4,na,na,na,na,na
釐米(Na),1,0.01,11.48,0,0.00,0,4.0,5,2,5,na,na,na,na,na
公尺(Na),190,0.95,3.97,81,0.40,4.82,2.0,161,2,6,na,na,na,na,na
公尺(Na),175,0.87,3.98,78,0.39,4.77,1.8,161,2,7,na,na,na,na,na
米(Na),10,0.05,3.7,2,0.01,4.16,4.2,0,2,8,4773,4742,107,0.002,77.858
m(Na),4,0.02,3.69,1,0.01,10.2,2.8,0,2,9,na,na,na,na,na
公呎(Na),1,0.01,5.7,0,0.00,0,4.0,0,2,10,na,na,na,na,na
公里(Na),184,0.92,3.53,29,0.14,4.9,3.1,168,2,11,na,na,na,na,na
公里(Na),177,0.88,3.56,29,0.14,4.9,3.1,168,2,12,na,na,na,na,na
km(Na),7,0.04,2.79,0,0.00,0,3.1,0,2,13,na,na,na,na,na
公厘(Na),142,0.71,4.18,5,0.03,4.7,4.3,0,2,14,na,na,na,na,na
公厘(Na),85,0.42,3.93,5,0.03,4.7,3.9,0,2,15,na,na,na,na,na
毫米(Na),34,0.17,4.77,0,0.00,0,5.6,4,2,16,na,na,na,na,na
公釐(Na),16,0.08,5.26,0,0.00,0,3.6,9,2,17,na,na,na,na,na
mm(Na),7,0.04,1.96,0,0.00,0,3.4,0,2,18,na,na,na,na,na
光年(Na),77,0.38,4.17,3,0.02,3.92,4.7,23,2,19,na,na,na,na,na
英吋(Na),74,0.37,3.68,1,0.01,5.31,5.2,0,2,20,na,na,na,na,na
英吋(Na),39,0.19,3.97,1,0.01,5.31,5.3,0,2,21,na,na,na,na,na
吋(Na),27,0.13,3.82,0,0.00,0,5.2,0,2,22,na,na,na,na,na
寸(Na),6,0.03,2.79,0,0.00,0,4.8,0,2,23,na,na,na,na,na
英寸(Na),1,0.01,3.81,0,0.00,0,5.0,3,2,24,na,na,na,na,na
inch(Na),1,0.01,3.62,0,0.00,0,4.0,0,2,25,na,na,na,na,na
公吋(Na),72,0.36,4.11,10,0.05,4.1,4.2,0,2,26,na,na,na,na,na
公吋(Na),27,0.13,3.85,0,0.00,0,4.6,0,2,27,na,na,na,na,na
公寸(Na),15,0.08,4.15,0,0.00,0,4.0,0,2,28,na,na,na,na,na
尺(Na),17,0.09,3.97,10,0.05,4.1,2.6,0,2,29,23062,22103,15,0.000,91.670
呎(Na),13,0.07,4.77,0,0.00,0,5.9,0,2,30,na,na,na,na,na
英里(Na),66,0.33,4.49,2,0.01,4.88,5.2,0,2,31,na,na,na,na,na
英里(Na),35,0.17,4.01,1,0.01,3.22,4.9,0,2,32,na,na,na,na,na
哩(Na),19,0.10,4.83,1,0.01,6.53,5.6,0,2,33,na,na,na,na,na
英哩(Na),10,0.05,5.86,0,0.00,0,5.2,1,2,34,na,na,na,na,na
mile(Na),2,0.01,2.83,0,0.00,0,5.0,0,2,35,na,na,na,na,na
英尺(Na),49,0.24,4.77,1,0.01,4.08,5.2,0,2,36,na,na,na,na,na
英尺(Na),40,0.20,4.54,1,0.01,4.08,5.2,0,2,37,na,na,na,na,na
英呎(Na),6,0.03,5.95,0,0.00,0,5.0,1,2,38,na,na,na,na,na
feet(Na),2,0.01,5.55,0,0.00,0,6.5,0,2,39,na,na,na,na,na
foot(Na),1,0.01,5.14,0,0.00,0,6.0,0,2,40,na,na,na,na,na
奈米(Na),26,0.13,4.44,0,0.00,0,5.1,0,2,41,na,na,na,na,na
奈米(Na),24,0.12,4.55,0,0.00,0,5.2,0,2,42,na,na,na,na,na
nm(Na),2,0.01,3.12,0,0.00,0,4.5,0,2,43,na,na,na,na,na
海浬(Na),21,0.10,3.69,0,0.00,0,5.8,0,2,44,na,na,na,na,na
海浬(Na),14,0.07,3.28,0,0.00,0,5.8,0,2,45,na,na,na,na,na
浬(Na),3,0.02,5.02,0,0.00,0,6.3,0,2,46,na,na,na,na,na
海哩(Na),3,0.02,4.16,0,0.00,0,5.0,0,2,47,na,na,na,na,na
海里(Na),1,0.01,4.05,0,0.00,0,6.0,0,2,48,na,na,na,na,na
微米(Na),14,0.07,3.43,0,0.00,0,6.4,1,2,49,na,na,na,na,na
公丈(Na),13,0.07,5.8,0,0.00,0,5.4,0,2,50,na,na,na,na,na
里(Na),12,0.06,3.48,0,0.00,0,4.3,0,2,51,na,na,na,na,na
丈(Na),11,0.06,3.66,0,0.00,0,6.2,0,2,52,na,na,na,na,na
公引(Na),9,0.05,3.36,0,0.00,0,5.2,0,2,53,na,na,na,na,na
公引(Na),7,0.04,3.2,0,0.00,0,5.3,0,2,54,na,na,na,na,na
引(Na),2,0.01,3.93,0,0.00,0,5.0,0,2,55,na,na,na,na,na
碼(Na),7,0.04,3,0,0.00,0,5.3,0,2,56,8213,8190,55,0.001,83.217
埃(Na),5,0.03,2.54,0,0.00,0,5.8,0,2,57,na,na,na,na,na
分(Na),4,0.02,2.64,0,0.00,0,5.0,0,2,58,8423,8317,54,0.001,83.452
天文單位(Na),4,0.02,5.55,0,0.00,0,5.0,0,2,59,na,na,na,na,na
台尺(Na),4,0.02,5.73,0,0.00,0,7.8,0,2,60,na,na,na,na,na
台尺(Na),3,0.02,6.65,0,0.00,0,7.3,0,2,61,na,na,na,na,na
台呎(Na),1,0.01,2.95,0,0.00,0,9.0,0,2,62,na,na,na,na,na
釐(Na),4,0.02,4.48,0,0.00,0,6.8,0,2,63,na,na,na,na,na
釐(Na),2,0.01,4.28,0,0.00,0,6.5,0,2,64,na,na,na,na,na
厘(Na),2,0.01,4.68,0,0.00,0,7.0,0,2,65,na,na,na,na,na
雜誌(Na),175,0.87,3.66,12,0.06,4.56,3.2,170,3,1,1361,1361,460,0.009,63.291
雜誌(Na),139,0.69,3.45,12,0.06,4.56,2.9,170,3,2,1361,1361,460,0.009,63.291
期刊(Na),36,0.18,4.46,0,0.00,0,4.6,8,3,3,6948,6914,68,0.001,81.628
書(Na),140,0.70,3.32,133,0.66,3.25,1.1,0,3,4,365,365,1581,0.032,47.305
書(Na),104,0.52,3.09,99,0.49,2.98,1.1,0,3,5,365,365,1581,0.032,47.305
書本(Na),24,0.12,3.86,24,0.12,3.86,1.0,13,3,6,5712,5682,86,0.002,79.695
書籍(Na),12,0.06,4.27,10,0.05,4.48,1.3,24,3,7,2635,2631,214,0.004,71.325
小說(Na),111,0.55,3.68,16,0.08,5.61,3.3,88,3,8,1494,1494,414,0.008,64.476
報紙(Na),101,0.50,3.34,2,0.01,3.45,3.6,120,3,9,1576,1574,386,0.008,65.146
報紙(Na),99,0.49,3.24,2,0.01,3.45,3.6,120,3,10,1576,1574,386,0.008,65.146
paper(Na),2,0.01,8.53,0,0.00,0,3.5,0,3,11,na,na,na,na,na
漫畫(Na),81,0.40,3.68,8,0.04,4.33,3.5,83,3,12,1585,1585,384,0.008,65.217
漫畫(Na),80,0.40,3.65,8,0.04,4.33,3.5,83,3,13,1585,1585,384,0.008,65.217
漫畫書(Na),1,0.01,6.45,0,0.00,0,3.0,4,3,14,18153,18032,20,0.000,89.940
課本(Na),79,0.39,4.66,8,0.04,7.18,4.0,20,3,15,6381,6367,75,0.002,80.795
課本(Na),50,0.25,3.93,4,0.02,5.71,4.2,20,3,16,6381,6367,75,0.002,80.795
教科書(Na),29,0.14,5.91,4,0.02,8.65,3.7,35,3,17,3037,3030,182,0.004,72.941
繪本(Na),17,0.09,4.34,3,0.02,6.43,4.1,0,3,18,na,na,na,na,na
繪本(Na),13,0.07,4.22,3,0.02,6.43,3.8,0,3,19,na,na,na,na,na
圖畫書(Na),4,0.02,4.71,0,0.00,0,5.0,2,3,20,107738,93826,1,0.000,98.817
散文(Na),16,0.08,3.78,0,0.00,0,5.0,17,3,21,9363,9309,47,0.001,84.420
字典(Na),16,0.08,4.06,0,0.00,0,4.9,11,3,22,7427,7361,63,0.001,82.269
傳單(Na),16,0.08,5.7,0,0.00,0,5.8,2,3,23,13739,13643,29,0.001,87.740
傳單(Na),9,0.05,5.66,0,0.00,0,5.6,2,3,24,13739,13643,29,0.001,87.740
宣傳單(Na),3,0.02,6.24,0,0.00,0,6.7,0,3,25,47609,44359,5,0.000,95.912
廣告單(Na),4,0.02,5.37,0,0.00,0,5.8,0,3,26,73968,70282,2,0.000,97.719
論文(Na),15,0.08,4.29,0,0.00,0,5.5,22,3,27,1536,1536,398,0.008,64.825
電子書(Na),15,0.08,4.29,0,0.00,0,3.3,0,3,28,18171,18032,20,0.000,89.948
參考書(Na),11,0.06,4.87,0,0.00,0,4.8,11,3,29,19021,18703,19,0.000,90.289
原文書(Na),11,0.06,4.88,0,0.00,0,5.1,0,3,30,54157,50049,4,0.000,96.498
講義(Na),10,0.05,3.53,0,0.00,0,4.9,4,3,31,15789,15761,24,0.000,88.861
廣告(Na),10,0.05,5.73,0,0.00,0,4.9,865,3,32,1016,1016,604,0.012,59.577
文章(Na),9,0.05,4.54,0,0.00,0,5.3,84,3,33,1395,1392,445,0.009,63.606
週刊(Na),8,0.04,3.04,0,0.00,0,5.8,8,3,34,7018,7001,67,0.001,81.725
傳記(Na),8,0.04,4.33,2,0.01,5.94,4.3,8,3,35,16448,16292,23,0.000,89.182
哈利波特(Na),7,0.04,6.83,3,0.02,8.75,2.4,0,3,36,na,na,na,na,na
故事書(Na),7,0.04,5.25,2,0.01,9.73,3.7,4,3,37,25310,24499,13,0.000,92.301
筆記(Na),7,0.04,2.52,0,0.00,0,4.9,15,3,38,7583,7560,61,0.001,82.467
百科全書(Na),7,0.04,4.9,1,0.01,5.97,3.9,12,3,39,17882,17413,21,0.000,89.826
報(Na),6,0.03,3.14,1,0.01,4.69,1.8,0,3,40,1861,1859,320,0.007,67.203
電腦(Na),6,0.03,3.66,0,0.00,0,4.0,413,3,41,206,206,2608,0.053,40.715
電子報(Na),6,0.03,5.38,0,0.00,0,5.7,0,3,42,75328,70282,2,0.000,97.774
圖書館(Na),6,0.03,4.86,0,0.00,0,3.2,90,3,43,na,na,na,na,na
網頁(Na),6,0.03,4.72,0,0.00,0,4.7,0,3,44,na,na,na,na,na
說明書(Na),5,0.03,4.81,0,0.00,0,6.0,6,3,45,9854,9828,44,0.001,84.881
月刊(Na),5,0.03,4.93,0,0.00,0,5.4,3,3,46,11025,10827,39,0.001,85.873
海報(Na),5,0.03,4.39,0,0.00,0,5.4,42,3,47,3787,3780,140,0.003,75.390
網誌(Na),5,0.03,4.86,0,0.00,0,4.2,0,3,48,na,na,na,na,na
網誌(Na),3,0.02,5.16,0,0.00,0,4.3,0,3,49,na,na,na,na,na
部落格(Na),2,0.01,4.42,0,0.00,0,4.0,0,3,50,na,na,na,na,na
日記(Na),4,0.02,4.88,0,0.00,0,4.8,63,3,51,5678,5635,87,0.002,79.635
刊物(Na),4,0.02,9.31,0,0.00,0,4.5,35,3,52,4405,4374,118,0.002,77.012
電視(Na),4,0.02,3.44,0,0.00,0,4.3,247,3,53,635,635,939,0.019,53.800
網路(Na),4,0.02,3.37,0,0.00,0,4.8,42,3,54,170,170,3079,0.063,38.620
電影(Na),4,0.02,2.73,0,0.00,0,3.5,748,3,55,574,574,1025,0.021,52.574
網路文章(Na),4,0.02,7.38,0,0.00,0,5.5,0,3,56,na,na,na,na,na
童書(Na),4,0.02,9.4,2,0.01,11.97,3.3,2,3,57,31824,31067,9,0.000,93.748
童書(Na),2,0.01,6.84,0,0.00,0,5.5,2,3,58,31824,31067,9,0.000,93.748
兒童書(Na),1,0.01,9.91,1,0.01,9.91,1.0,1,3,59,na,na,na,na,na
兒童讀本(Na),1,0.01,14.02,1,0.01,14.02,1.0,0,3,60,na,na,na,na,na
將軍(Na),98,0.49,4.31,44,0.22,4.75,2.8,20,4,1,2264,2259,254,0.005,69.554
上校(Na),94,0.47,3.94,39,0.19,4.67,2.8,4,4,2,12989,12656,32,0.001,87.274
上尉(Na),74,0.37,5.57,17,0.09,8.2,3.5,0,4,3,17381,16831,22,0.000,89.610
中尉(Na),67,0.33,3.62,1,0.01,5.05,4.3,0,4,4,90086,70282,2,0.000,98.379
中校(Na),60,0.30,3.65,1,0.01,6.03,3.9,5,4,5,57044,50049,4,0.000,96.735
上將(Na),54,0.27,4.18,10,0.05,5.84,3.9,4,4,6,30929,29054,10,0.000,93.580
少校(Na),52,0.26,3.34,4,0.02,5.24,4.0,0,4,7,89544,70282,2,0.000,98.357
下士(Na),51,0.25,4.53,10,0.05,6.44,3.7,0,4,8,69047,57995,3,0.000,97.492
中將(Na),47,0.23,3.35,1,0.01,3.7,4.4,0,4,9,43864,39808,6,0.000,95.518
上士(Na),45,0.22,4.71,8,0.04,6.42,3.9,0,4,10,90707,70282,2,0.000,98.404
少尉(Na),44,0.22,3.36,5,0.03,4.47,4.0,0,4,11,149290,93826,1,0.000,99.668
中士(Na),42,0.21,4.03,0,0.00,0,4.1,0,4,12,na,na,na,na,na
少將(Na),42,0.21,3.64,3,0.02,5.95,4.8,2,4,13,33157,31067,9,0.000,93.994
班長(Na),31,0.15,4.13,0,0.00,0,4.4,8,4,14,6721,6693,71,0.001,81.305
兵(Na),25,0.12,4,1,0.01,2.89,3.8,0,4,15,4506,4484,115,0.002,77.252
兵(Na),13,0.07,4.04,0,0.00,0,4.5,0,4,16,4506,4484,115,0.002,77.252
士兵(Na),12,0.06,3.96,1,0.01,2.89,3.1,26,4,17,6609,6537,73,0.001,81.141
士官(Na),24,0.12,4.29,7,0.04,4.86,2.4,4,4,18,39543,36388,7,0.000,94.982
連長(Na),21,0.10,2.69,0,0.00,0,5.6,1,4,19,29772,29054,10,0.000,93.343
排長(Na),20,0.10,5.29,4,0.02,9.39,4.0,0,4,20,46680,44359,5,0.000,95.817
二等兵(Na),18,0.09,4.55,4,0.02,8.62,3.6,0,4,21,91083,70282,2,0.000,98.420
二等兵(Na),13,0.07,4.95,3,0.02,8.91,3.9,0,4,22,91083,70282,2,0.000,98.420
二兵(Na),5,0.03,3.52,1,0.01,7.75,2.6,0,4,23,na,na,na,na,na
小兵(Na),15,0.08,5.84,4,0.02,9.77,3.9,3,4,24,49440,44359,5,0.000,96.099
士官長(Na),14,0.07,4.97,3,0.02,8.07,3.2,0,4,25,152483,93826,1,0.000,99.733
下尉(Na),13,0.07,3.94,0,0.00,0,4.7,0,4,26,na,na,na,na,na
